img;x0;y0;x1;y1
PM-WWA-20180814-053.jpg;286;322;1570;1161
PM-WWA-20170720-237.jpg;53;148;1601;715
PM-WWA-20180902-095.jpg;10;120;1644;504
PM-WWA-20170714-364.jpg;96;203;1607;443
PM-WWA-20180701-149.jpg;52;167;1627;649
PM-WWA-20180523-079.jpg;62;140;1620;529
PM-WWA-20170818-282.jpg;96;189;1558;553
PM-WWA-20170811-112.jpg;71;131;1668;605
PM-WWA-20170622-312.jpg;103;179;1572;508
PM-WWA-20170628-171.jpg;77;189;1497;542
PM-WWA-20180808-009.jpg;28;105;1654;377
PM-WWA-20180827-343.jpg;208;68;1266;699
PM-WWA-20180811-089.jpg;52;163;1170;346
PM-WWA-20170815-056.jpg;83;88;341;209
PM-WWA-20170627-783.jpg;125;281;2973;920
PM-WWA-20180608-223.jpg;11;152;1645;763
PM-WWA-20180825-046.jpg;44;146;1611;505
PM-WWA-20170510-707.jpg;103;186;1594;405
PM-WWA-20180822-030.jpg;99;201;1598;618
PM-WWA-20180731-010.jpg;56;120;1627;510
PM-WWA-20180717-101.jpg;55;66;1609;664
PM-WWA-20170417-139.jpg;64;176;1619;519
PM-WWA-20170721-145.jpg;51;148;1632;531
PM-WWA-20170727-067.jpg;52;94;1629;424
PM-WWA-20170729-285.jpg;72;175;1602;629
PM-WWA-20180806-067.jpg;58;16;1228;1181
PM-WWA-20170321-053.jpg;84;241;1582;518
PM-WWA-20180610-164.jpg;83;74;232;99
PM-WWA-20170724-077.jpg;60;140;1594;509
PM-WWA-20180612-026.jpg;52;177;1559;467
PM-WWA-20170729-944.jpg;80;237;1478;475
PM-WWA-20181019-008.jpg;55;95;1662;462
PM-WWA-20180626-064.jpg;60;133;1625;381
PM-WWA-20180709-081.jpg;150;161;919;853
PM-WWA-20170528-041.jpg;88;187;1441;495
PM-WWA-20180516-198.jpg;102;227;1543;530
PM-WWA-20170602-992.jpg;84;162;1620;444
PM-WWA-20180910-062.jpg;75;250;1551;621
PM-WWA-20180407-426.jpg;105;85;1537;642
PM-WWA-20170823-623.jpg;48;124;482;267
PM-WWA-20170919-063.jpg;74;123;1609;575
PM-WWA-20180813-110.jpg;42;162;1628;440
PM-WWA-20180812-040.jpg;41;113;1657;503
PM-WWA-20170921-425.jpg;63;159;1616;455
PM-WWA-20170722-008.jpg;187;129;1207;541
PM-WWA-20180501-287.jpg;69;256;1589;629
PM-WWA-20180701-201.jpg;139;193;1370;468
PM-WWA-20180515-358.jpg;101;177;1097;321
PM-WWA-20170629-091.jpg;117;176;1574;523
PM-WWA-20170622-050.jpg;109;181;553;356
PM-WWA-20180813-016.jpg;43;136;1607;639
PM-WWA-20171007-132.jpg;43;65;1654;507
PM-WWA-20180701-130.jpg;122;115;229;147
PM-WWA-20180708-332a.jpg;89;176;1000;418
PM-WWA-20180815-174.jpg;95;215;1384;434
PM-WWA-20170728-010.jpg;50;239;1518;727
PM-WWA-20180714-064.jpg;57;172;1628;565
PM-WWA-20180913-352.jpg;139;120;1487;1337
PM-WWA-20180816-063.jpg;33;208;1629;510
PM-WWA-20180626-031.jpg;74;129;963;279
PM-WWA-20180820-110.jpg;67;164;1631;617
PM-WWA-20170901-017.jpg;66;257;1362;528
PM-WWA-20180711-344.jpg;55;167;1492;636
PM-WWA-20180731-191.jpg;41;165;1620;699
PM-WWA-20180810-024.jpg;39;119;1646;474
PM-WWA-20180917-162.jpg;39;156;1191;406
PM-WWA-20180804-492.jpg;50;97;472;195
PM-WWA-20170727-029.jpg;87;138;1590;469
PM-WWA-20180910-022.jpg;68;175;1602;496
PM-WWA-20170627-087.jpg;84;100;320;161
PM-WWA-20180917-143.jpg;23;149;1628;614
PM-WWA-20180407-404.jpg;63;259;1600;575
PM-WWA-20180827-221.jpg;40;130;1619;535
PM-WWA-20170919-037.jpg;33;99;1637;663
PM-WWA-20180913-316.jpg;113;184;1014;318
PM-WWA-20180709-429.jpg;29;217;1619;631
PM-WWA-20170627-029.jpg;71;168;1614;547
PM-WWA-20180714-051.jpg;50;198;1637;507
PM-WWA-20170528-010.jpg;36;139;1633;587
PM-WWA-20180803-009.jpg;46;159;1632;440
PM-WWA-20180622-414.jpg;72;156;1605;758
PM-WWA-20180728-007.jpg;90;200;1604;721
PM-WWA-20170901-032.jpg;94;237;1332;623
PM-WWA-20180804-214.jpg;78;186;1601;545
PM-WWA-20180813-273.jpg;58;84;690;190
PM-WWA-20170705-052.jpg;50;184;1520;486
PM-WWA-20170622-214.jpg;92;86;157;135
PM-WWA-20170727-009.jpg;41;146;1623;514
PM-WWA-20180811-042.jpg;59;113;973;293
PM-WWA-20170713-548.jpg;93;144;1592;642
PM-WWA-20180819-230.jpg;66;104;220;129
PM-WWA-20170607-079.jpg;60;151;1611;587
PM-WWA-20170602-957.jpg;83;181;1185;473
PM-WWA-20170818-217.jpg;77;111;1597;499
PM-WWA-20170807-013.jpg;13;106;1481;680
PM-WWA-20180821-114.jpg;36;151;1332;714
PM-WWA-20180814-066.jpg;48;183;1609;577
PM-WWA-20170811-034.jpg;43;119;1128;350
PM-WWA-20170921-119.jpg;125;152;311;257
PM-WWA-20180722-094.jpg;48;121;1619;709
PM-WWA-20170417-096.jpg;73;153;1590;470
PM-WWA-20180810-204.jpg;26;126;1613;502
PM-WWA-20180709-049.jpg;71;65;1243;1029
PM-WWA-20180809-046.jpg;28;130;1642;648
PM-WWA-20170716-048.jpg;78;158;1602;762
PM-WWA-20180901-007.jpg;51;114;1136;495
PM-WWA-20180807-403.jpg;64;161;1554;579
PM-WWA-20170622-200.jpg;73;216;1606;641
PM-WWA-20170921-183.jpg;292;132;452;398
PM-WWA-20170921-336.jpg;88;106;242;244
PM-WWA-20170510-814.jpg;114;219;1579;466
PM-WWA-20180913-312.jpg;117;93;218;163
PM-WWA-20180701-116.jpg;38;132;1438;381
PM-WWA-20180712-013.jpg;158;147;949;799
PM-WWA-20180610-180.jpg;51;128;1635;578
PM-WWA-20180813-148.jpg;104;150;1541;856
PM-WWA-20180713-160.jpg;205;98;326;263
PM-WWA-20180520-014.jpg;94;222;1665;764
PM-WWA-20181019-181.jpg;40;158;1564;733
PM-WWA-20180913-371.jpg;271;227;1557;685
PM-WWA-20170321-322.jpg;78;131;810;293
PM-WWA-20170510-666.jpg;58;118;1579;843
PM-WWA-20170627-815.jpg;97;226;1567;611
PM-WWA-20170624-190.jpg;109;211;1410;511
PM-WWA-20180819-254.jpg;69;92;1633;364
PM-WWA-20180805-266.jpg;72;120;1611;566
PM-WWA-20180519-109.jpg;66;223;1586;556
PM-WWA-20180715-418.jpg;0;76;774;657
PM-WWA-20180322-677.jpg;78;137;1609;491
PM-WWA-20180601-063.jpg;84;237;1418;525
PM-WWA-20180708-338.jpg;100;82;744;434
PM-WWA-20170811-060.jpg;70;171;1400;483
PM-WWA-20170801-061.jpg;90;202;1588;648
PM-WWA-20170510-779.jpg;79;153;1535;394
PM-WWA-20170602-1009.jpg;77;132;276;192
PM-WWA-20180622-088.jpg;20;56;1597;573
PM-WWA-20180909-549.jpg;20;117;1620;446
PM-WWA-20170719-203.jpg;62;194;1631;520
PM-WWA-20180819-027.jpg;47;141;1054;315
PM-WWA-20180708-055.jpg;227;0;456;585
PM-WWA-20170518-910.jpg;94;116;248;158
PM-WWA-20180804-686.jpg;52;189;797;606
PM-WWA-20180712-044.jpg;31;170;1670;453
PM-WWA-20181018-125.jpg;44;83;1191;553
PM-WWA-20170623-322.jpg;115;125;627;242
PM-WWA-20170625-452.jpg;85;224;1607;503
PM-WWA-20180717-027.jpg;37;86;1564;422
PM-WWA-20180814-478.jpg;103;218;1514;458
PM-WWA-20170714-346.jpg;398;129;565;402
PM-WWA-20170819-391.jpg;102;71;347;225
PM-WWA-20170624-807.jpg;82;183;1169;510
PM-WWA-20170417-076.jpg;58;167;1260;418
PM-WWA-20180621-180.jpg;42;149;1628;513
PM-WWA-20170917-095.jpg;76;98;1616;678
PM-WWA-20170812-447.jpg;31;3;618;339
PM-WWA-20170624-762.jpg;143;171;322;309
PM-WWA-20180912-103.jpg;46;139;1607;685
PM-WWA-20180613-061.jpg;57;170;1590;369
PM-WWA-20170714-046.jpg;104;145;1502;576
PM-WWA-20170707-432.jpg;147;96;569;424
PM-WWA-20170602-1053.jpg;67;134;698;284
PM-WWA-20170614-689.jpg;71;229;1581;529
PM-WWA-20170706-653.jpg;97;141;1610;423
PM-WWA-20170627-806.jpg;83;126;1611;459
PM-WWA-20170321-046.jpg;102;147;1610;602
PM-WWA-20170417-158.jpg;30;226;1561;756
PM-WWA-20180728-103.jpg;100;150;1577;394
PM-WWA-20180506-348.jpg;88;88;1637;731
PM-WWA-20180813-027.jpg;43;149;1231;374
PM-WWA-20180715-430.jpg;22;101;1661;673
PM-WWA-20170923-018.jpg;166;176;601;573
PM-WWA-20170625-463.jpg;80;171;1054;393
PM-WWA-20170518-935.jpg;72;234;1627;551
PM-WWA-20180815-229.jpg;212;137;306;256
PM-WWA-20170722-337.jpg;75;158;1623;486
PM-WWA-20180612-048.jpg;126;93;329;281
PM-WWA-20180701-014.jpg;80;126;748;336
PM-WWA-20180726-021.jpg;38;138;1625;564
PM-WWA-20170511-648.jpg;54;143;1622;683
PM-WWA-20180911-050.jpg;47;147;1617;497
PM-WWA-20180618-039.jpg;133;46;388;441
PM-WWA-20180917-311.jpg;40;118;1645;528
PM-WWA-20170729-212.jpg;69;170;1630;671
PM-WWA-20180905-128.jpg;38;186;1591;510
PM-WWA-20170707-364.jpg;0;10;812;672
PM-WWA-20180806-023.jpg;54;113;446;191
PM-WWA-20170625-005.jpg;80;140;277;183
PM-WWA-20180801-070.jpg;46;195;1592;498
PM-WWA-20180506-381.jpg;58;181;1620;524
PM-WWA-20180626-022.jpg;46;149;1624;517
PM-WWA-20170625-078.jpg;86;234;1472;549
PM-WWA-20180804-255.jpg;46;171;1645;591
PM-WWA-20170628-114.jpg;86;273;1590;541
PM-WWA-20170727-157.jpg;111;142;1581;520
PM-WWA-20170624-026.jpg;81;188;1630;531
PM-WWA-20180601-010.jpg;41;191;1614;489
PM-WWA-20170602-1035.jpg;81;145;1595;431
PM-WWA-20180627-081.jpg;51;220;1633;508
PM-WWA-20170624-034.jpg;91;200;1640;508
PM-WWA-20180912-005.jpg;26;107;1622;376
PM-WWA-20180919-028.jpg;46;156;1640;453
PM-WWA-20170627-044.jpg;122;198;1451;433
PM-WWA-20170629-007.jpg;162;127;258;225
PM-WWA-20180825-034.jpg;47;140;1597;550
PM-WWA-20180622-363.jpg;91;184;1612;438
PM-WWA-20180523-013.jpg;28;78;1634;499
PM-WWA-20180708-244.jpg;318;134;962;570
PM-WWA-20180322-560.jpg;98;98;551;321
PM-WWA-20180731-510.jpg;79;200;1609;479
PM-WWA-20180805-022.jpg;19;123;1628;534
PM-WWA-20181019-108.jpg;23;188;1623;772
PM-WWA-20170807-022.jpg;72;215;1593;477
PM-WWA-20170625-247.jpg;72;172;1627;456
PM-WWA-20170628-158.jpg;144;153;729;371
PM-WWA-20180708-226.jpg;70;78;566;443
PM-WWA-20180322-669.jpg;66;136;1640;395
PM-WWA-20170603-824.jpg;79;213;1607;667
PM-WWA-20180329-023.jpg;79;99;1603;652
PM-WWA-20180722-019.jpg;48;142;1610;591
PM-WWA-20180613-040.jpg;63;140;1614;554
PM-WWA-20180714-820.jpg;129;234;1409;856
PM-WWA-20170819-273.jpg;65;179;1006;308
PM-WWA-20180802-002.jpg;29;119;695;229
PM-WWA-20180807-034.jpg;38;150;1628;557
PM-WWA-20180810-243.jpg;73;169;1643;588
PM-WWA-20170818-292.jpg;49;134;1611;575
PM-WWA-20170630-A075.jpg;97;101;506;196
PM-WWA-20180616-037.jpg;70;188;1618;487
PM-WWA-20170625-283.jpg;102;255;1591;614
PM-WWA-20180515-368.jpg;67;231;1426;548
PM-WWA-20180619-232.jpg;56;165;1583;638
PM-WWA-20180809-062.jpg;48;87;1620;627
PM-WWA-20170607-088.jpg;46;119;854;239
PM-WWA-20170516-210.jpg;63;138;1537;604
PM-WWA-20170612-183.jpg;70;144;785;246
PM-WWA-20180813-117.jpg;52;117;1650;492
PM-WWA-20170414-359.jpg;47;238;1593;739
PM-WWA-20180522-176.jpg;123;123;573;171
PM-WWA-20170921-135.jpg;38;153;1610;589
PM-WWA-20180627-180.jpg;50;133;1647;656
PM-WWA-20170622-160.jpg;80;226;1588;530
PM-WWA-20170528-102.jpg;102;149;1510;499
PM-WWA-20180617-074.jpg;52;146;825;349
PM-WWA-20170921-335.jpg;110;60;332;203
PM-WWA-20170622-412.jpg;51;65;237;127
PM-WWA-20180827-097.jpg;59;185;1126;403
PM-WWA-20171101-081.jpg;64;196;1645;497
PM-WWA-20180322-577.jpg;106;223;1586;691
PM-WWA-20180710-354.jpg;40;94;1649;639
PM-WWA-20171101-029.jpg;22;162;1634;691
PM-WWA-20180813-099.jpg;51;127;1640;512
PM-WWA-20170417-075.jpg;89;190;1308;431
PM-WWA-20180626-042.jpg;53;149;1112;358
PM-WWA-20170713-012.jpg;89;171;1629;355
PM-WWA-20180813-271.jpg;37;197;1630;513
PM-WWA-20170818-239.jpg;60;155;977;405
PM-WWA-20170627-071.jpg;55;137;1599;712
PM-WWA-20180825-007.jpg;65;111;1618;333
PM-WWA-20170731-007.jpg;115;232;1589;686
PM-WWA-20170723-362.jpg;81;249;1623;516
PM-WWA-20170629-058.jpg;81;106;424;263
PM-WWA-20180522-136.jpg;158;49;1564;485
PM-WWA-20180710-311.jpg;6;118;1647;659
PM-WWA-20170731-052.jpg;45;192;1627;529
PM-WWA-20180522-163.jpg;90;332;1620;521
PM-WWA-20180827-112.jpg;106;100;272;283
PM-WWA-20180609-247.jpg;87;196;1599;487
PM-WWA-20171101-063.jpg;65;104;1605;570
PM-WWA-20170624-958.jpg;72;134;1620;509
PM-WWA-20170917-030.jpg;80;191;1595;631
PM-WWA-20170921-390.jpg;73;205;1564;512
PM-WWA-20180825-350.jpg;65;170;1627;488
PM-WWA-20180814-077.jpg;58;153;1623;474
PM-WWA-20180808-322.jpg;14;62;1629;603
PM-WWA-20171009-074.jpg;168;125;1070;253
PM-WWA-20180617-113.jpg;141;227;1587;729
PM-WWA-20181020-072.jpg;46;112;825;320
PM-WWA-20180802-015.jpg;78;150;1641;527
PM-WWA-20170602-1043.jpg;102;151;488;208
PM-WWA-20170728-083.jpg;58;131;1068;403
PM-WWA-20180805-294.jpg;110;176;1483;470
PM-WWA-20180725-007.jpg;44;130;1637;621
PM-WWA-20180819-106.jpg;62;150;1617;737
PM-WWA-20170727-161.jpg;110;99;592;314
PM-WWA-20170710-903.jpg;80;69;384;253
PM-WWA-20180810-215.jpg;19;134;1648;497
PM-WWA-20180621-126.jpg;275;0;874;854
PM-WWA-20180703-033.jpg;68;190;1609;603
PM-WWA-20180619-262.jpg;41;168;1611;493
PM-WWA-20180812-077.jpg;63;141;1408;476
PM-WWA-20170428-321.jpg;51;45;1593;700
PM-WWA-20170510-801.jpg;53;154;1260;381
PM-WWA-20170921-110.jpg;50;127;1621;429
PM-WWA-20180714-016.jpg;284;320;1526;481
PM-WWA-20180505-539.jpg;69;206;1584;674
PM-WWA-20170710-043.jpg;56;123;1047;420
PM-WWA-20170611-060.jpg;215;0;587;630
PM-WWA-20180506-399.jpg;132;133;258;228
PM-WWA-20180902-108.jpg;92;72;183;199
PM-WWA-20180701-252.jpg;163;139;590;503
PM-WWA-20170829-446.jpg;89;183;1594;478
PM-WWA-20170812-438.jpg;80;79;643;247
PM-WWA-20170524-006.jpg;244;17;678;726
PM-WWA-20180914-087.jpg;5;197;1636;771
PM-WWA-20170612-171.jpg;83;190;1609;550
PM-WWA-20170725-091.jpg;72;155;1614;431
PM-WWA-20170709-305.jpg;83;98;1638;529
PM-WWA-20180910-067.jpg;27;170;1621;497
PM-WWA-20170622-420.jpg;72;119;233;172
PM-WWA-20180914-075.jpg;32;126;1651;552
PM-WWA-20180819-221.jpg;47;173;1615;598
PM-WWA-20170826-034.jpg;69;180;1612;557
PM-WWA-20180806-037.jpg;34;147;1637;606
PM-WWA-20170603-901.jpg;78;213;1582;652
PM-WWA-20180622-392.jpg;74;182;1384;414
PM-WWA-20180329-005.jpg;85;265;1459;652
PM-WWA-20180614-611.jpg;31;152;1644;753
PM-WWA-20180712-027.jpg;25;188;1607;613
PM-WWA-20180819-136.jpg;71;171;1080;517
PM-WWA-20170705-044.jpg;71;134;1620;548
PM-WWA-20180827-241.jpg;61;121;620;223
PM-WWA-20180616-007.jpg;50;66;349;217
PM-WWA-20180728-048.jpg;67;212;1596;622
PM-WWA-20180518-018.jpg;76;193;1635;564
PM-WWA-20180804-814.jpg;129;137;485;390
PM-WWA-20170728-050.jpg;68;111;1598;601
PM-WWA-20180522-081.jpg;80;100;300;320
PM-WWA-20180815-224.jpg;107;185;1268;710
PM-WWA-20180717-262.jpg;34;138;1623;547
PM-WWA-20180715-036.jpg;30;108;1632;638
PM-WWA-20170727-042.jpg;73;112;1514;378
PM-WWA-20180704-161.jpg;72;117;1608;725
PM-WWA-20180614-572.jpg;20;98;1673;389
PM-WWA-20180712-008.jpg;53;165;1611;485
PM-WWA-20180714-010.jpg;2;81;1656;455
PM-WWA-20170921-449.jpg;35;147;1614;482
PM-WWA-20170516-281.jpg;75;192;1606;505
PM-WWA-20181017-041.jpg;45;144;1623;567
PM-WWA-20180717-040.jpg;30;89;1664;362
PM-WWA-20180715-023.jpg;97;109;1328;551
PM-WWA-20170709-246.jpg;64;219;1638;572
PM-WWA-20170709-200.jpg;80;10;240;250
PM-WWA-20170503-015.jpg;61;98;1621;693
PM-WWA-20171101-090.jpg;83;191;1381;476
PM-WWA-20170602-019.jpg;75;134;1618;386
PM-WWA-20170921-438.jpg;83;200;1618;489
PM-WWA-20170720-174.jpg;61;117;1620;521
PM-WWA-20170721-175.jpg;96;223;1615;451
PM-WWA-20170607-069.jpg;40;117;1611;672
PM-WWA-20180827-369.jpg;156;113;646;607
PM-WWA-20170710-949.jpg;41;149;1632;514
PM-WWA-20180813-042.jpg;135;187;1525;344
PM-WWA-20180522-069.jpg;116;126;252;258
PM-WWA-20170909-059.jpg;105;169;1600;557
PM-WWA-20180714-009.jpg;0;143;1614;639
PM-WWA-20170414-424.jpg;40;145;1629;470
PM-WWA-20171101-053.jpg;55;238;1591;595
PM-WWA-20180918-277.jpg;28;107;1659;410
PM-WWA-20180523-066.jpg;66;162;1632;515
PM-WWA-20170912-067.jpg;68;166;1628;640
PM-WWA-20180616-058.jpg;69;172;1337;358
PM-WWA-20180701-139.jpg;95;219;1615;434
PM-WWA-20180804-825.jpg;86;116;896;892
PM-WWA-20180723-066.jpg;28;115;1659;658
PM-WWA-20170813-036.jpg;21;34;1254;663
PM-WWA-20170714-055.jpg;91;155;1581;621
PM-WWA-20180505-497.jpg;214;130;649;369
PM-WWA-20180710-373.jpg;64;91;1630;752
PM-WWA-20180918-463.jpg;41;126;1628;467
PM-WWA-20180804-222.jpg;69;82;1644;522
PM-WWA-20170602-980.jpg;86;138;894;451
PM-WWA-20170719-064.jpg;53;141;1323;753
PM-WWA-20181004-019.jpg;48;120;716;229
PM-WWA-20170423-009.jpg;72;226;1604;466
PM-WWA-20180918-494.jpg;348;158;1411;889
PM-WWA-20170709-289.jpg;42;174;1556;699
PM-WWA-20170625-389.jpg;33;122;924;404
PM-WWA-20180918-475.jpg;59;175;1605;454
PM-WWA-20170823-612.jpg;74;133;1595;626
PM-WWA-20180825-378.jpg;35;113;1642;470
PM-WWA-20170705-011.jpg;79;197;1629;731
PM-WWA-20170811-048.jpg;21;187;1562;539
PM-WWA-20170528-090.jpg;80;223;1625;432
PM-WWA-20170629-022.jpg;64;94;666;330
PM-WWA-20180522-074.jpg;232;264;510;469
PM-WWA-20170602-972.jpg;85;173;1193;457
PM-WWA-20170627-036.jpg;78;191;1640;461
PM-WWA-20170417-174.jpg;83;199;1608;549
PM-WWA-20180717-056.jpg;51;149;1850;740
PM-WWA-20180812-078.jpg;82;104;1477;414
PM-WWA-20170628-128.jpg;144;193;1633;449
PM-WWA-20180701-161.jpg;62;153;1615;590
PM-WWA-20180823-122.jpg;70;71;1183;547
PM-WWA-20180601-077.jpg;57;150;1617;629
PM-WWA-20180609-695.jpg;52;138;1617;478
PM-WWA-20180707-063.jpg;41;132;1651;376
PM-WWA-20170711-064.jpg;96;176;1615;572
PM-WWA-20170623-296.jpg;121;83;1542;780
PM-WWA-20170425-185.jpg;72;160;1606;482
PM-WWA-20170718-121.jpg;148;113;402;239
PM-WWA-20180901-036.jpg;36;108;1636;580
PM-WWA-20170722-A092.jpg;107;108;230;222
PM-WWA-20180717-007.jpg;53;82;676;182
PM-WWA-20180616-051.jpg;40;208;1627;476
PM-WWA-20180705-005.jpg;62;163;1557;574
PM-WWA-20180806-054.jpg;0;0;885;1074
PM-WWA-20180704-046.jpg;19;102;1649;741
PM-WWA-20180616-016.jpg;104;135;1599;810
PM-WWA-20170919-137.jpg;66;198;1611;687
PM-WWA-20170707-594.jpg;179;134;322;257
PM-WWA-20180908-223.jpg;281;124;597;537
PM-WWA-20170818-255.jpg;88;90;395;285
PM-WWA-20170710-004.jpg;162;153;663;535
PM-WWA-20170603-1249.jpg;55;186;1595;729
PM-WWA-20170528-207.jpg;58;154;1617;581
PM-WWA-20181020-058.jpg;50;124;1614;653
PM-WWA-20180407-427.jpg;86;205;1596;575
PM-WWA-20180424-009.jpg;96;214;1565;444
PM-WWA-20170719-015.jpg;154;162;1445;335
PM-WWA-20170724-070.jpg;43;191;1609;602
PM-WWA-20170818-031.jpg;108;127;1182;589
PM-WWA-20180813-173.jpg;61;91;365;213
PM-WWA-20170911-026.jpg;99;112;1559;480
PM-WWA-20170819-421.jpg;58;165;1610;598
PM-WWA-20170721-036.jpg;68;96;403;292
PM-WWA-20180910-034.jpg;41;169;1609;657
PM-WWA-20170622-226.jpg;73;133;1617;536
PM-WWA-20180601-019.jpg;51;206;1613;754
PM-WWA-20170623-671.jpg;74;156;1617;453
PM-WWA-20170714-455.jpg;152;175;631;520
PM-WWA-20180717-318.jpg;108;141;1637;335
PM-WWA-20170918-008.jpg;81;126;1598;864
PM-WWA-20180728-018.jpg;104;170;1404;388
PM-WWA-20180617-192.jpg;16;182;1603;632
PM-WWA-20170728-022.jpg;72;182;1613;492
PM-WWA-20170722-189.jpg;144;0;1168;1306
PM-WWA-20170730-064.jpg;46;149;1528;548
PM-WWA-20180826-017.jpg;104;195;1622;757
PM-WWA-20170707-335.jpg;48;52;1106;925
PM-WWA-20180412-541.jpg;120;142;1591;412
PM-WWA-20180610-159.jpg;54;173;1622;548
PM-WWA-20180623-017.jpg;54;117;860;294
PM-WWA-20170621-053.jpg;51;164;1579;513
PM-WWA-20180811-078.jpg;34;141;1640;674
PM-WWA-20170715-143.jpg;64;158;1625;521
PM-WWA-20180803-085.jpg;31;187;1594;598
PM-WWA-20180924-088.jpg;10;144;1664;726
